"Time (s)","Acceleration x (m/s^2)","Acceleration y (m/s^2)","Acceleration z (m/s^2)","Absolute acceleration (m/s^2)"
8.018887100E-1,-5.312134977E-3,2.146551460E-1,9.757793427E0,9.760155614E0
8.044116590E-1,6.584054790E-3,2.171241641E-1,9.765050888E0,9.767466667E0
8.069158500E-1,-1.571194851E-3,1.932569742E-1,9.735123634E0,9.737041794E0
8.094580450E-1,-8.828618564E-3,1.884685606E-1,9.749413490E0,9.751238985E0
8.119807100E-1,6.584054790E-3,1.907879412E-1,9.770961761E0,9.772826466E0
8.145041480E-1,-1.002571918E-2,2.003647536E-1,9.756596565E0,9.758658877E0
8.170266500E-1,5.835866556E-3,2.076970041E-1,9.747992516E0,9.750206674E0
8.195502900E-1,-1.204582769E-2,2.041056901E-1,9.746794701E0,9.748938977E0
8.220731580E-1,4.713584669E-3,2.208651006E-1,9.742081642E0,9.744586104E0
8.245767800E-1,1.533785462E-2,2.029085904E-1,9.762432098E0,9.764552607E0
8.271068100E-1,-8.529343642E-3,1.969230920E-1,9.765873909E0,9.767862850E0
8.296422090E-1,-6.060323212E-3,1.981201917E-1,9.746794701E0,9.748809941E0
8.321655250E-1,1.189618930E-2,2.077718228E-1,9.737293243E0,9.739516947E0
8.346879050E-1,9.352350608E-3,2.112883031E-1,9.765948296E0,9.768238138E0
8.372110990E-1,9.427169338E-3,2.148796022E-1,9.751658440E0,9.754030164E0
8.397346170E-1,2.244564006E-3,1.958008111E-1,9.750386238E0,9.752352269E0
8.422371400E-1,5.835866556E-3,2.160767019E-1,9.752780914E0,9.755175998E0
8.447801900E-1,5.910685286E-3,1.993921101E-1,9.739686966E0,9.741729536E0
8.473037910E-1,2.723404393E-2,2.005892098E-1,9.768417358E0,9.770514593E0
8.498267400E-1,5.835866556E-3,2.088941038E-1,9.752780914E0,9.755019547E0
8.523347150E-1,-2.319382969E-3,2.053776085E-1,9.716942787E0,9.719113255E0
8.548643780E-1,-3.591302549E-3,2.041805089E-1,9.732429504E0,9.734571723E0
8.573765450E-1,7.182605099E-3,2.066495270E-1,9.719336510E0,9.721535774E0
8.599185770E-1,1.541267335E-2,2.161515206E-1,9.745673180E0,9.748082106E0
8.624419340E-1,2.970306575E-2,2.196680009E-1,9.758915901E0,9.761433085E0
8.649646800E-1,1.062426995E-2,2.124854028E-1,9.751658440E0,9.753978944E0
8.674878740E-1,1.182137057E-2,2.244564146E-1,9.749263763E0,9.751854406E0
8.699912500E-1,8.304887451E-3,2.029834092E-1,9.744475365E0,9.746592808E0
8.725336500E-1,9.427169338E-3,1.946037114E-1,9.755174637E0,9.757120050E0
8.750569250E-1,8.230068721E-3,1.946037114E-1,9.753977776E0,9.755922344E0
8.775796710E-1,1.429039147E-2,2.113631219E-1,9.733701706E0,9.736006752E0
8.801027820E-1,2.139817737E-2,2.065747082E-1,9.746870041E0,9.749082346E0
8.826259350E-1,1.660977490E-2,2.101660222E-1,9.749263763E0,9.751542933E0
8.851490470E-1,9.427169338E-3,2.172738016E-1,9.748066902E0,9.750492557E0
8.876721190E-1,7.032967638E-3,2.160767019E-1,9.748066902E0,9.750463934E0
8.901741120E-1,1.548749208E-2,2.042553276E-1,9.728988647E0,9.731144856E0
8.926987700E-1,9.501988068E-3,2.256535143E-1,9.732504845E0,9.735125081E0
8.952412920E-1,5.910685286E-3,2.209399194E-1,9.730110168E0,9.732620062E0
8.977641600E-1,-2.992752125E-4,2.112134844E-1,9.750535965E0,9.752823326E0
9.002871490E-1,1.279401500E-2,2.148047835E-1,9.758915901E0,9.761288048E0
9.028099360E-1,5.686229095E-3,2.231844962E-1,9.744625092E0,9.747182251E0
9.053334550E-1,8.080430329E-3,2.231844962E-1,9.751732826E0,9.754289812E0
9.078562010E-1,5.761047825E-3,2.100912035E-1,9.727866173E0,9.730136267E0
9.103794750E-1,1.406593528E-2,1.993172914E-1,9.749339104E0,9.751386475E0
9.129023840E-1,-3.815758973E-3,2.064250708E-1,9.743353844E0,9.745541031E0
9.154251710E-1,-1.922843233E-2,2.112134844E-1,9.723002434E0,9.725315275E0
9.179487310E-1,1.167173311E-2,2.100912035E-1,9.741034508E0,9.743306822E0
9.204525140E-1,8.978256374E-4,2.040308714E-1,9.749339104E0,9.751473856E0
9.229945070E-1,1.047463249E-2,2.112883031E-1,9.743428230E0,9.745724506E0
9.255174560E-1,-7.481880486E-3,2.148047835E-1,9.746944427E0,9.749313963E0
9.280407320E-1,-1.114800200E-2,2.195183635E-1,9.768417358E0,9.770889943E0
9.305638020E-1,6.808510982E-3,2.207154632E-1,9.764901161E0,9.767397625E0
9.330874430E-1,-2.693476854E-3,2.052279711E-1,9.754127502E0,9.756286645E0
9.356098230E-1,-3.815758973E-3,2.088192850E-1,9.745747566E0,9.747985211E0
9.381328940E-1,-1.496376004E-3,2.386719882E-1,9.746944427E0,9.749866267E0
9.406560470E-1,-3.815758973E-3,2.088192850E-1,9.742156029E0,9.744394498E0
9.431785080E-1,-3.965396434E-3,2.016366720E-1,9.766023636E0,9.768105790E0
9.457016610E-1,3.366846126E-3,2.100912035E-1,9.738565445E0,9.740831924E0
9.482250570E-1,1.765723713E-2,1.981950104E-1,9.738639832E0,9.740672400E0
9.507480070E-1,1.406593528E-2,2.196680009E-1,9.741034508E0,9.743521189E0
9.532709560E-1,1.638531871E-2,2.064998895E-1,9.753005028E0,9.755204650E0
9.557667660E-1,-1.421557274E-3,2.112883031E-1,9.733777046E0,9.736070067E0
9.583326420E-1,-1.690904982E-2,2.219873816E-1,9.734973907E0,9.737519258E0
9.608401290E-1,1.399111655E-2,2.338835746E-1,9.757793427E0,9.760606018E0
9.633631600E-1,1.758241840E-2,2.195931822E-1,9.757793427E0,9.760279856E0
9.658863130E-1,9.202713147E-3,2.052279711E-1,9.761309624E0,9.763471144E0
9.683952240E-1,-2.992752125E-4,2.231844962E-1,9.745747566E0,9.748302777E0
9.709322110E-1,5.611410365E-3,2.267757952E-1,9.755324364E0,9.757961477E0
9.734552020E-1,4.489128012E-3,2.112134844E-1,9.745747566E0,9.748037080E0
9.759784360E-1,6.958148908E-3,2.088941038E-1,9.736246109E0,9.738489280E0
9.785020360E-1,1.526303589E-2,2.005143911E-1,9.742231369E0,9.744306596E0
9.810246600E-1,3.292027395E-3,2.231844962E-1,9.751732826E0,9.754287020E0
9.835478530E-1,6.958148908E-3,2.136825025E-1,9.732654572E0,9.735002498E0
9.860335310E-1,2.483984269E-2,2.316390127E-1,9.738714218E0,9.741500309E0
9.885709650E-1,1.526303589E-2,2.267757952E-1,9.738639832E0,9.741291803E0
9.911169860E-1,1.877951995E-2,2.195931822E-1,9.749413490E0,9.751904288E0
9.936401390E-1,9.277531877E-3,2.088192850E-1,9.750535965E0,9.752776178E0
9.961630880E-1,3.366846126E-3,2.112883031E-1,9.735048294E0,9.737341494E0
9.986856710E-1,9.726444259E-4,2.195931822E-1,9.742156029E0,9.744630634E0
1.001194419E0,1.892915741E-2,2.148796022E-1,9.731457710E0,9.733848197E0
1.003732587E0,-1.496376004E-3,2.052279711E-1,9.749339104E0,9.751499050E0
1.006265139E0,-3.890577704E-3,2.135328650E-1,9.758840561E0,9.761177209E0
1.008748293E0,2.124853991E-2,2.148796022E-1,9.745822906E0,9.748214650E0
1.011287396E0,9.202713147E-3,2.136076838E-1,9.757719040E0,9.760061157E0
1.013810020E0,-1.099836361E-2,2.195183635E-1,9.746944427E0,9.749422288E0
1.016332807E0,-7.332242560E-3,2.279728949E-1,9.730185509E0,9.732858544E0
1.018856081E0,1.054945122E-2,2.053027898E-1,9.732654572E0,9.734825398E0
1.021379153E0,-6.284779403E-3,2.004395723E-1,9.754052162E0,9.756113422E0
1.023902021E0,-1.099836361E-2,2.088192850E-1,9.748066902E0,9.750309471E0
1.026425011E0,8.005611598E-3,2.112134844E-1,9.754127502E0,9.756417301E0
1.028948407E0,4.414309282E-3,2.207154632E-1,9.760112762E0,9.762609074E0
1.031471357E0,-7.407061290E-3,2.100163847E-1,9.746944427E0,9.749209579E0
1.033994103E0,-2.244564093E-4,2.279728949E-1,9.737367630E0,9.740035937E0
1.036517337E0,-3.890577704E-3,2.112134844E-1,9.746944427E0,9.749233403E0
1.039040449E0,-5.087678786E-3,2.195931822E-1,9.745747566E0,9.748222539E0
1.041563561E0,-2.618658124E-3,2.255786955E-1,9.736170769E0,9.738784002E0
1.044086266E0,1.279401500E-2,2.171989828E-1,9.760112762E0,9.762537591E0
1.046609541E0,8.080430329E-3,2.231844962E-1,9.738639832E0,9.741200254E0
1.049132653E0,1.039981376E-2,2.100163847E-1,9.763704300E0,9.765968293E0
1.051651004E0,-3.740940010E-4,2.112134844E-1,9.757719040E0,9.760004720E0
1.054178470E0,4.563947208E-3,2.053027898E-1,9.739762306E0,9.741926906E0
1.056701827E0,-1.496376004E-3,2.088192850E-1,9.752930641E0,9.755166007E0
1.059224775E0,5.536591634E-3,2.039560527E-1,9.758990288E0,9.761122895E0
1.061747603E0,1.945288852E-3,2.219125628E-1,9.756596565E0,9.759120119E0
1.064270837E0,1.271919627E-2,2.040308714E-1,9.754277229E0,9.756419151E0
1.066793746E0,9.202713147E-3,1.957259923E-1,9.738714218E0,9.740685190E0
1.069316857E0,1.631049998E-2,1.956511736E-1,9.757793427E0,9.759768336E0
1.071839766E0,2.020107582E-3,1.932569742E-1,9.747019768E0,9.748935670E0
1.074363000E0,4.339490552E-3,1.992424726E-1,9.754201889E0,9.756237537E0
1.076886072E0,-1.227028389E-2,2.016366720E-1,9.739836693E0,9.741931364E0
1.079408695E0,3.142389702E-3,2.016366720E-1,9.751808167E0,9.753893056E0
1.081932052E0,5.536591634E-3,1.980453730E-1,9.750611305E0,9.752623926E0
1.084455204E0,1.750759967E-2,1.873462796E-1,9.755399704E0,9.757214179E0
1.086978235E0,1.945288852E-3,1.956511736E-1,9.756596565E0,9.758558280E0
1.089503544E0,1.399111655E-2,2.064998895E-1,9.731532097E0,9.733732835E0
1.092024174E0,-2.768295817E-3,1.896656603E-1,9.745822906E0,9.747668688E0
1.094547205E0,5.536591634E-3,2.100163847E-1,9.748216629E0,9.750480244E0
1.097070155E0,5.611410365E-3,1.885433793E-1,9.737442970E0,9.739269772E0
1.099593429E0,1.152209565E-2,2.147299647E-1,9.757793427E0,9.760162615E0
1.102116338E0,3.292027395E-3,1.957259923E-1,9.729137421E0,9.731106538E0
1.104639450E0,1.990180090E-2,2.088192850E-1,9.748291969E0,9.750548595E0
1.107162359E0,1.862988248E-2,2.219125628E-1,9.757868767E0,9.760409578E0
1.109699020E0,-4.489128187E-4,2.063502520E-1,9.754201889E0,9.756384326E0
1.112222824E0,2.237082273E-2,2.076970041E-1,9.731606483E0,9.733848327E0
1.114745611E0,5.611410365E-3,2.076221853E-1,9.744625092E0,9.746838289E0
1.117268926E0,2.229600400E-2,1.825578809E-1,9.750685692E0,9.752420005E0
1.119774093E0,1.159691438E-2,2.017114908E-1,9.732728958E0,9.734825884E0
1.122314824E0,-1.571194851E-3,2.160018831E-1,9.739836693E0,9.742231679E0
1.124837693E0,-8.753799833E-3,2.111386657E-1,9.742231369E0,9.744522985E0
1.127360886E0,1.039981376E-2,2.291699946E-1,9.732728958E0,9.735432195E0
1.129884079E0,8.230068488E-4,2.195183635E-1,9.747019768E0,9.749491440E0
1.132407191E0,9.127894416E-3,2.171241641E-1,9.753080368E0,9.755501160E0
1.134929937E0,7.481880020E-4,2.267009765E-1,9.757793427E0,9.760426550E0
1.137453090E0,5.461772438E-3,2.087444663E-1,9.770961761E0,9.773192816E0
1.139975917E0,-2.843114547E-3,2.183212638E-1,9.773281097E0,9.775719701E0
1.142497239E0,1.152209565E-2,1.908627599E-1,9.766098022E0,9.767969694E0
1.145022914E0,1.152209565E-2,2.171241641E-1,9.764976501E0,9.767396876E0
1.147545620E0,2.237082273E-2,2.255786955E-1,9.741108894E0,9.743746132E0
1.150068853E0,2.094926545E-3,2.195931822E-1,9.733851433E0,9.736328326E0
1.152591070E0,-1.571194851E-3,2.326864749E-1,9.745822906E0,9.748600391E0
1.155107306E0,-1.496376004E-3,2.124105841E-1,9.743428230E0,9.745743387E0
1.157618171E0,4.414309282E-3,2.136076838E-1,9.747019768E0,9.749361111E0
1.160160365E0,6.808510982E-3,2.326864749E-1,9.748216629E0,9.750995682E0
1.162683478E0,-5.012859590E-3,2.088192850E-1,9.730259895E0,9.732501644E0
1.165206753E0,-3.740940010E-4,2.219125628E-1,9.753005028E0,9.755529324E0
1.167710212E0,5.611410365E-3,2.100163847E-1,9.751808167E0,9.754070990E0
1.170252488E0,-3.965396434E-3,2.076221853E-1,9.750535965E0,9.752747013E0
1.172775722E0,3.292027395E-3,2.124105841E-1,9.739836693E0,9.742153145E0
1.175298753E0,1.391629782E-2,2.112134844E-1,9.755399704E0,9.757695844E0
1.177821744E0,1.997661963E-2,2.088941038E-1,9.741108894E0,9.743368940E0
1.180345140E0,8.230068488E-4,2.147299647E-1,9.754127502E0,9.756490812E0
1.182868008E0,-5.087678786E-3,2.136076838E-1,9.739836693E0,9.742180091E0
1.185384569E0,5.686229095E-3,2.279728949E-1,9.739836693E0,9.742505980E0
1.187909309E0,3.217208432E-3,2.064250708E-1,9.748216629E0,9.750402510E0
1.190437262E0,3.217208432E-3,2.028337717E-1,9.754127502E0,9.756236735E0
1.192960375E0,6.808510982E-3,2.004395723E-1,9.749413490E0,9.751476082E0
1.195483284E0,3.366846126E-3,2.183960825E-1,9.730259895E0,9.732711124E0
1.198005908E0,5.611410365E-3,2.100163847E-1,9.757793427E0,9.760054863E0
1.200529182E0,5.611410365E-3,2.160018831E-1,9.745822906E0,9.748217910E0
1.203052416E0,-2.843114547E-3,2.087444663E-1,9.762507439E0,9.764739312E0
1.205575040E0,5.611410365E-3,2.136076838E-1,9.754201889E0,9.756542124E0
1.208098233E0,2.020107582E-3,2.064250708E-1,9.755324364E0,9.757508331E0
1.210621345E0,9.202713147E-3,2.028337717E-1,9.749413490E0,9.751527554E0
1.213144457E0,3.292027395E-3,2.160018831E-1,9.735048294E0,9.737444888E0
1.215667244E0,8.080430329E-3,2.183960825E-1,9.732728958E0,9.735182336E0
1.218190559E0,1.286883373E-2,2.053027898E-1,9.730335236E0,9.732509370E0
1.220713590E0,5.611410365E-3,2.255038768E-1,9.735198021E0,9.737811047E0
1.223217740E0,4.339490552E-3,2.111386657E-1,9.744700432E0,9.746988503E0
1.225750496E0,1.039981376E-2,2.279728949E-1,9.731606483E0,9.734281922E0
1.228282966E0,7.930792868E-3,2.028337717E-1,9.743502617E0,9.745616845E0
1.230805875E0,8.230068488E-4,2.148047835E-1,9.732728958E0,9.735099113E0
1.233328662E0,1.391629782E-2,2.136076838E-1,9.738789558E0,9.741141821E0
1.235851652E0,1.384147815E-2,2.076221853E-1,9.749488831E0,9.751709133E0
1.238374804E0,6.658873521E-3,2.290951759E-1,9.750685692E0,9.753378922E0
1.240897835E0,1.623567939E-2,2.219125628E-1,9.750760078E0,9.753298462E0
1.243420866E0,7.781155407E-3,2.194435447E-1,9.768642426E0,9.771110011E0
1.245943978E0,1.503857970E-2,2.111386657E-1,9.755474091E0,9.757770259E0
1.248467090E0,3.067570971E-3,2.135328650E-1,9.751882553E0,9.754220575E0
1.250971200E0,1.032499503E-2,2.064250708E-1,9.747094154E0,9.749285224E0
1.253506031E0,1.503857970E-2,2.064250708E-1,9.751882553E0,9.754078675E0
1.256035979E0,-7.631517947E-3,2.063502520E-1,9.751808167E0,9.753994114E0
1.258559253E0,6.733692135E-4,2.195183635E-1,9.753080368E0,9.755550493E0
1.261082040E0,1.384147815E-2,2.135328650E-1,9.750685692E0,9.753033340E0
1.263605396E0,-4.489128187E-4,2.314145565E-1,9.748291969E0,9.751038366E0
1.266128264E0,-1.354220323E-2,2.278980762E-1,9.736320496E0,9.738996751E0
1.268651335E0,-4.040215164E-3,2.087444663E-1,9.748216629E0,9.750452196E0
1.271174122E0,-1.122282073E-2,2.146551460E-1,9.756596565E0,9.758964050E0
1.273697234E0,-7.631517947E-3,2.171241641E-1,9.749413490E0,9.751833907E0
1.276220468E0,-1.249474008E-2,2.170493454E-1,9.760188103E0,9.762609197E0
1.278741586E0,1.159691438E-2,2.040308714E-1,9.731606483E0,9.733751992E0
1.281266448E0,1.391629782E-2,2.278980762E-1,9.743577957E0,9.746252747E0
1.283790089E0,1.152209565E-2,2.112134844E-1,9.743502617E0,9.745798435E0
1.286312794E0,-1.002571918E-2,2.326116562E-1,9.748216629E0,9.750996674E0
1.288820199E0,5.611410365E-3,2.148047835E-1,9.736320496E0,9.738691358E0
1.291372039E0,7.481880020E-4,2.099415660E-1,9.744700432E0,9.746961707E0
1.293881520E0,-5.162497517E-3,2.052279711E-1,9.729137421E0,9.731303105E0
1.296404998E0,1.503857970E-2,2.136076838E-1,9.750685692E0,9.753036751E0
1.298927825E0,3.067570971E-3,2.111386657E-1,9.760188103E0,9.762472061E0
1.301450571E0,1.182137057E-2,2.100912035E-1,9.749263763E0,9.751534340E0
1.303973968E0,1.653495617E-2,2.041056901E-1,9.762432098E0,9.764579510E0
1.306496673E0,3.516483819E-3,2.148796022E-1,9.740884781E0,9.743255202E0
1.309019866E0,4.638765939E-3,2.088941038E-1,9.758766174E0,9.761002792E0
1.311543101E0,-1.451484766E-2,2.017114908E-1,9.756297112E0,9.758392877E0
1.314066213E0,-6.209960673E-3,1.992424726E-1,9.769465446E0,9.771498925E0
1.316588755E0,-8.454524912E-3,2.053027898E-1,9.746794701E0,9.748960337E0
1.319092417E0,4.638765939E-3,2.112883031E-1,9.758766174E0,9.761054324E0
1.321635101E0,9.427169338E-3,2.064998895E-1,9.755174637E0,9.757364566E0
1.324139252E0,1.892915741E-2,2.100912035E-1,9.758840561E0,9.761120106E0
1.326681407E0,-7.257423829E-3,1.981201917E-1,9.745597839E0,9.747614145E0
1.329204396E0,5.835866556E-3,1.981950104E-1,9.749189377E0,9.751205506E0
1.331727468E0,7.107786369E-3,1.850268990E-1,9.742006302E0,9.743765815E0
1.334250051E0,1.548749208E-2,1.981950104E-1,9.740884781E0,9.742913191E0
1.336773367E0,-1.197100803E-2,2.005143911E-1,9.734824181E0,9.736896382E0
1.339296193E0,2.244564006E-3,1.909375787E-1,9.757569313E0,9.759437540E0
1.341819346E0,-1.346738427E-3,2.160018831E-1,9.757569313E0,9.759959914E0
1.344342499E0,1.047463273E-3,1.957259923E-1,9.751583099E0,9.753547186E0
1.346865734E0,-1.204582769E-2,2.100912035E-1,9.743204117E0,9.745476380E0
1.349388764E0,-3.591302549E-3,2.208651006E-1,9.727716446E0,9.730224126E0
1.351911469E0,1.301847212E-2,2.136825025E-1,9.748066902E0,9.750417326E0
1.354415538E0,1.414075401E-2,2.017114908E-1,9.767146111E0,9.769239000E0
1.356941092E0,2.244564006E-3,2.076970041E-1,9.753977776E0,9.756189088E0
1.359480683E0,3.576338664E-2,2.018611282E-1,9.739762306E0,9.741919560E0
1.362003510E0,3.516483819E-3,2.124854028E-1,9.745597839E0,9.747914631E0
1.364527355E0,6.958148908E-3,2.183960825E-1,9.765948296E0,9.768392466E0
1.367030692E0,-2.469020430E-3,2.112883031E-1,9.739612579E0,9.741904436E0
1.369553885E0,7.107786369E-3,2.185457200E-1,9.731307983E0,9.733764319E0
1.372096325E0,-3.666121280E-3,2.208651006E-1,9.739612579E0,9.742117225E0
1.374619193E0,5.835866556E-3,2.363525927E-1,9.752855301E0,9.755720533E0
1.377142102E0,-4.938040860E-3,2.219873816E-1,9.753977776E0,9.756504765E0
1.379665335E0,7.107786369E-3,2.196680009E-1,9.739686966E0,9.742166430E0
1.382188569E0,6.658873521E-3,2.099415660E-1,9.757868767E0,9.760129234E0
1.384684989E0,7.855974138E-3,2.099415660E-1,9.756670952E0,9.758932587E0
1.387234184E0,1.032499503E-2,2.195931822E-1,9.738789558E0,9.741270443E0
1.389757173E0,1.870470122E-2,2.195931822E-1,9.737592697E0,9.740086374E0
1.392280489E0,5.536591634E-3,2.075473666E-1,9.748291969E0,9.750502699E0
1.394803560E0,-4.040215164E-3,2.063502520E-1,9.748216629E0,9.750401233E0
1.397326225E0,3.217208432E-3,2.112134844E-1,9.736320496E0,9.738611722E0
1.399849580E0,1.271919627E-2,2.195931822E-1,9.732804298E0,9.735289541E0
1.402372489E0,6.733692251E-3,2.124105841E-1,9.739912033E0,9.742230238E0
1.404879285E0,9.053074755E-3,2.075473666E-1,9.761459351E0,9.763669726E0
1.407418388E0,-5.237316247E-3,2.135328650E-1,9.750611305E0,9.752950556E0
1.409941540E0,-1.601122320E-2,2.123357654E-1,9.749413490E0,9.751738627E0
1.412464490E0,-1.010053884E-2,2.206406444E-1,9.764976501E0,9.767474105E0
1.414969454E0,1.376665942E-2,2.206406444E-1,9.771036148E0,9.773536679E0
1.417510470E0,5.461772438E-3,1.895908415E-1,9.766173363E0,9.768014981E0
1.420034111E0,4.264671821E-3,2.051531523E-1,9.754277229E0,9.756435326E0
1.422537651E0,-1.646013698E-3,2.159270644E-1,9.743502617E0,9.745895056E0
1.425075534E0,-5.162497517E-3,1.992424726E-1,9.736320496E0,9.738360283E0
1.427583631E0,7.930792868E-3,2.207154632E-1,9.742305756E0,9.744808856E0
1.430125826E0,1.271919627E-2,2.052279711E-1,9.737592697E0,9.739763438E0
1.432649386E0,8.005611598E-3,2.052279711E-1,9.731532097E0,9.733699172E0
1.435171766E0,6.733692135E-4,2.039560527E-1,9.756596565E0,9.758728148E0
1.437695245E0,1.039981376E-2,2.064250708E-1,9.731606483E0,9.733801119E0
1.440218030E0,3.142389702E-3,1.968482733E-1,9.739912033E0,9.741901536E0
1.442740695E0,3.172317147E-2,2.016366720E-1,9.755548477E0,9.757683629E0
1.445264499E0,-4.115034360E-3,2.051531523E-1,9.758990288E0,9.761147278E0
1.447787204E0,-1.002571918E-2,2.134580463E-1,9.755399704E0,9.757739914E0
1.450290825E0,-2.843114547E-3,2.135328650E-1,9.747094154E0,9.749433256E0
1.452833143E0,9.127894416E-3,2.290951759E-1,9.743577957E0,9.746275151E0
1.455320530E0,9.053074755E-3,2.326864749E-1,9.754277229E0,9.757056381E0
1.457860528E0,-3.740940010E-4,2.076221853E-1,9.733925819E0,9.736139839E0
1.460413303E0,1.623567939E-2,2.064250708E-1,9.750685692E0,9.752884003E0
1.462925551E0,4.713584669E-3,2.160767019E-1,9.739686966E0,9.742084662E0
1.465448663E0,-2.543839393E-3,1.981201917E-1,9.755174637E0,9.757186596E0
1.467971572E0,-1.346738427E-3,2.100912035E-1,9.761159897E0,9.763420643E0
1.470494317E0,8.230068721E-3,2.148796022E-1,9.751658440E0,9.754029080E0
1.473017389E0,-7.332242560E-3,2.207902819E-1,9.761159897E0,9.763659388E0
1.475540704E0,1.660977490E-2,2.268506140E-1,9.739762306E0,9.742417917E0
1.478063572E0,5.910685286E-3,2.196680009E-1,9.739686966E0,9.742165630E0
1.480586724E0,-6.135141943E-3,2.195931822E-1,9.759963036E0,9.762435007E0
1.483109999E0,-3.740940243E-3,2.231844962E-1,9.757569313E0,9.760122141E0
1.485633152E0,-1.346738427E-3,2.160018831E-1,9.759963036E0,9.762353051E0
1.488143202E0,1.189618930E-2,2.137573212E-1,9.739686966E0,9.742039617E0
1.490692967E0,-2.469020430E-3,2.268506140E-1,9.739686966E0,9.742328751E0
1.493201756E0,1.122282003E-3,2.220622003E-1,9.744475365E0,9.747005336E0
1.495725112E0,5.910685286E-3,2.077718228E-1,9.734898567E0,9.737117344E0
1.498248224E0,-2.469020430E-3,2.208651006E-1,9.739612579E0,9.742116848E0
1.500770807E0,7.032967638E-3,2.364274114E-1,9.744475365E0,9.747345665E0
1.503294285E0,-1.316810958E-2,2.064998895E-1,9.736021042E0,9.738219618E0
1.505778539E0,3.516483819E-3,2.077718228E-1,9.734898567E0,9.737116185E0
1.508326430E0,5.910685286E-3,1.981950104E-1,9.740884781E0,9.742902674E0
1.510849217E0,1.294365339E-2,2.112883031E-1,9.758840561E0,9.761136173E0
1.513372207E0,4.638765939E-3,2.172738016E-1,9.756371498E0,9.758791638E0
1.515894953E0,1.197100850E-3,2.101660222E-1,9.730110168E0,9.732379723E0
1.518402399E0,2.723404393E-2,2.160767019E-1,9.772008896E0,9.774435467E0
1.520941218E0,6.958148908E-3,2.112883031E-1,9.759963036E0,9.762252282E0
1.523464493E0,-1.930325106E-2,2.112134844E-1,9.769465446E0,9.771767438E0
1.525987320E0,8.230068721E-3,2.184709013E-1,9.749263763E0,9.751714782E0
1.528510472E0,5.835866556E-3,2.280477136E-1,9.744475365E0,9.747145221E0
1.531033544E0,-7.481880311E-5,1.969979107E-1,9.744400978E0,9.746392081E0
1.533556453E0,1.189618930E-2,2.089689225E-1,9.731307983E0,9.733558681E0
1.536079646E0,-1.204582769E-2,2.136825025E-1,9.739612579E0,9.741963791E0
1.538602513E0,3.441664856E-3,2.220622003E-1,9.749263763E0,9.751793035E0
1.541125666E0,2.244564006E-3,2.244564146E-1,9.752780914E0,9.755363719E0
1.543648494E0,6.958148908E-3,2.220622003E-1,9.746870041E0,9.749401809E0
1.546171850E0,5.761047825E-3,2.160767019E-1,9.749263763E0,9.751659667E0
1.548694962E0,9.427169338E-3,2.053027898E-1,9.746870041E0,9.749036552E0
1.551217870E0,-3.740940243E-3,1.981201917E-1,9.742081642E0,9.744096691E0
1.553745459E0,1.421557274E-2,2.017863095E-1,9.742156029E0,9.744255943E0
1.556248796E0,1.182137057E-2,2.136825025E-1,9.738565445E0,9.740916635E0
1.558787044E0,-4.863222130E-3,2.148796022E-1,9.733701706E0,9.736074455E0
1.561309790E0,2.319382969E-3,1.981950104E-1,9.734898567E0,9.736916183E0
1.563833024E0,1.541267335E-2,2.065747082E-1,9.736170769E0,9.738374192E0
1.566354020E0,8.304887451E-3,2.017863095E-1,9.733777046E0,9.735871932E0
