"Time (s)","Acceleration x (m/s^2)","Acceleration y (m/s^2)","Acceleration z (m/s^2)","Absolute acceleration (m/s^2)"
1.770877040E1,-1.496376004E-3,2.112134844E-1,9.739836693E0,9.742126676E0
1.771129347E1,1.391629782E-2,2.124105841E-1,9.757793427E0,9.760114983E0
1.771381638E1,-9.950900450E-3,2.075473666E-1,9.762507439E0,9.764718451E0
1.771634006E1,-5.162497517E-3,2.087444663E-1,9.757719040E0,9.759952959E0
1.771886293E1,-6.284779403E-3,2.016366720E-1,9.748142242E0,9.750229434E0
1.772138596E1,2.117372118E-2,2.064998895E-1,9.741108894E0,9.743320431E0
1.772390866E1,1.638531871E-2,2.160018831E-1,9.749413490E0,9.751819763E0
1.772641342E1,8.005611598E-3,2.195931822E-1,9.749413490E0,9.751889492E0
1.772895485E1,5.611410365E-3,2.076221853E-1,9.745822906E0,9.748035832E0
1.773145884E1,1.399111655E-2,2.088192850E-1,9.753005028E0,9.755250295E0
1.773400095E1,-7.481880486E-3,2.040308714E-1,9.740959167E0,9.743098587E0
1.773652422E1,4.339490552E-3,2.100163847E-1,9.758915901E0,9.761176429E0
1.773904701E1,-5.087678786E-3,2.136076838E-1,9.742156029E0,9.744498869E0
1.774156992E1,-5.162497517E-3,2.123357654E-1,9.750535965E0,9.752849057E0
1.774409303E1,-6.359598134E-3,2.111386657E-1,9.760112762E0,9.762398328E0
1.774661590E1,-1.496376004E-3,2.004395723E-1,9.741034508E0,9.743096610E0
1.774913909E1,1.271919627E-2,2.112134844E-1,9.755399704E0,9.757694210E0
1.775166265E1,1.623567939E-2,2.052279711E-1,9.770961761E0,9.773130300E0
1.775418564E1,8.230068488E-4,2.135328650E-1,9.755324364E0,9.757661113E0
1.775670851E1,3.292027395E-3,2.183960825E-1,9.743428230E0,9.745876121E0
1.775923117E1,1.997661963E-2,2.136825025E-1,9.743502617E0,9.745865920E0
1.776173516E1,5.686229095E-3,2.195931822E-1,9.730259895E0,9.732739138E0
1.776425840E1,1.039981376E-2,2.112134844E-1,9.747019768E0,9.749313496E0
1.776680047E1,1.167173311E-2,1.945288926E-1,9.741034508E0,9.742983681E0
1.776932330E1,5.686229095E-3,2.016366720E-1,9.744625092E0,9.746712669E0
1.777184653E1,1.631049998E-2,2.160018831E-1,9.750685692E0,9.753091526E0
1.777436033E1,1.144727692E-2,2.100163847E-1,9.758990288E0,9.761256546E0
1.777690212E1,1.997661963E-2,2.088941038E-1,9.735123634E0,9.737385069E0
1.777941554E1,2.349310368E-2,2.005143911E-1,9.749488831E0,9.751578867E0
1.778193841E1,6.733692251E-3,1.956511736E-1,9.753005028E0,9.754969595E0
1.778446189E1,6.808510982E-3,2.160018831E-1,9.741108894E0,9.743505820E0
1.778698472E1,2.117372118E-2,2.041056901E-1,9.730409622E0,9.732573086E0
1.778950799E1,3.142389702E-3,2.243067771E-1,9.748216629E0,9.750797447E0
1.779199281E1,2.349310368E-2,2.100912035E-1,9.739986420E0,9.742280313E0
1.779453444E1,-1.571194851E-3,2.207154632E-1,9.744625092E0,9.747124497E0
1.779707684E1,-4.489128187E-4,2.159270644E-1,9.751808167E0,9.754198440E0
1.779960024E1,1.032499503E-2,2.016366720E-1,9.757793427E0,9.759881993E0
1.780212318E1,3.142389702E-3,2.171241641E-1,9.754201889E0,9.756618639E0
1.780464577E1,-8.753799833E-3,2.016366720E-1,9.745822906E0,9.747912500E0
1.780716900E1,5.461772438E-3,2.111386657E-1,9.763778687E0,9.766062851E0
1.780969199E1,1.384147815E-2,2.015618533E-1,9.769764900E0,9.771853712E0
1.781219569E1,3.217208432E-3,2.124105841E-1,9.748216629E0,9.750531065E0
1.781473793E1,6.658873521E-3,2.039560527E-1,9.762581825E0,9.764714348E0
1.781726112E1,-5.162497517E-3,2.147299647E-1,9.743428230E0,9.745795467E0
1.781978424E1,1.264437754E-2,1.980453730E-1,9.763778687E0,9.765795210E0
1.782229351E1,1.039981376E-2,2.088192850E-1,9.735123634E0,9.737368527E0
1.782483018E1,-4.040215164E-3,2.123357654E-1,9.756596565E0,9.758907692E0
1.782735349E1,-6.509236060E-3,2.122609466E-1,9.767295837E0,9.769604140E0
1.782985715E1,1.264437754E-2,2.076221853E-1,9.761384964E0,9.763600938E0
1.783239927E1,1.758241840E-2,2.243815958E-1,9.739912033E0,9.742512133E0
1.783492275E1,9.127894416E-3,2.219125628E-1,9.757793427E0,9.760320746E0
1.783744582E1,1.990180090E-2,2.350806743E-1,9.750685692E0,9.753539381E0
1.783996832E1,3.217208432E-3,2.148047835E-1,9.743428230E0,9.745796280E0
1.784249155E1,1.623567939E-2,2.099415660E-1,9.768567085E0,9.770836298E0
1.784501442E1,9.053074755E-3,2.003647536E-1,9.770961761E0,9.773020093E0
1.784753761E1,1.384147815E-2,2.171241641E-1,9.762581825E0,9.765005806E0
1.785006032E1,4.339490552E-3,2.147299647E-1,9.757793427E0,9.760156779E0
1.785258351E1,5.536591634E-3,2.099415660E-1,9.767295837E0,9.769553423E0
1.785510679E1,3.217208432E-3,1.944540739E-1,9.750535965E0,9.752475293E0
1.785762937E1,6.883329712E-3,1.993172914E-1,9.736246109E0,9.738288508E0
1.786015761E1,2.588730678E-2,2.064998895E-1,9.751882553E0,9.754103018E0
1.786267564E1,1.518821716E-2,2.183960825E-1,9.747019768E0,9.749478031E0
1.786519879E1,8.005611598E-3,2.112134844E-1,9.749413490E0,9.751704396E0
1.786772206E1,1.631049998E-2,2.148047835E-1,9.760188103E0,9.762565182E0
1.787024485E1,-1.571194851E-3,2.183960825E-1,9.747019768E0,9.749466327E0
1.787276812E1,5.611410365E-3,2.028337717E-1,9.755324364E0,9.757434420E0
1.787529148E1,2.469020523E-2,2.171989828E-1,9.756670952E0,9.759119482E0
1.787781370E1,6.808510982E-3,2.303670943E-1,9.742231369E0,9.744957024E0
1.788033298E1,-2.693476854E-3,2.160018831E-1,9.744625092E0,9.747019147E0
1.788284120E1,2.094926545E-3,2.040308714E-1,9.743428230E0,9.745564461E0
1.788538324E1,2.708440647E-2,2.327612936E-1,9.751882553E0,9.754697572E0
1.788790615E1,1.399111655E-2,2.183960825E-1,9.741108894E0,9.743566857E0
1.789042946E1,-2.992752125E-4,2.136076838E-1,9.741034508E0,9.743376294E0
1.789295245E1,1.039981376E-2,2.219873816E-1,9.748216629E0,9.750749407E0
1.789545139E1,-1.593640447E-2,1.979705542E-1,9.757643700E0,9.759664793E0
1.789796637E1,5.611410365E-3,2.100163847E-1,9.748216629E0,9.750480286E0
1.790052138E1,-1.571194851E-3,2.135328650E-1,9.754127502E0,9.756464631E0
1.790304461E1,2.169745276E-3,2.291699946E-1,9.720758438E0,9.723459683E0
1.790556716E1,1.279401500E-2,2.112134844E-1,9.747019768E0,9.749316344E0
1.790809035E1,-2.693476854E-3,2.016366720E-1,9.749339104E0,9.751424386E0
1.791061350E1,3.217208432E-3,2.171241641E-1,9.755399704E0,9.757816182E0
1.791313653E1,-4.040215164E-3,2.183212638E-1,9.762507439E0,9.764949154E0
1.791565965E1,-2.693476854E-3,2.148047835E-1,9.746944427E0,9.749311464E0
1.791818280E1,-7.631517947E-3,2.111386657E-1,9.772008896E0,9.774292590E0
1.792070599E1,3.202244639E-2,2.029834092E-1,9.730409622E0,9.732579263E0
1.792322845E1,1.638531871E-2,2.124105841E-1,9.750611305E0,9.752938406E0
1.792573496E1,6.658873521E-3,1.991676539E-1,9.773281097E0,9.775312553E0
1.792827464E1,1.039981376E-2,2.243815958E-1,9.749413490E0,9.752000752E0
1.793079779E1,-8.678981103E-3,2.136076838E-1,9.740959167E0,9.743304833E0
1.793332135E1,2.364274114E-2,2.124854028E-1,9.729137421E0,9.731486216E0
1.793584426E1,-2.992752125E-4,2.112134844E-1,9.733851433E0,9.736142714E0
1.793836704E1,2.117372118E-2,2.064998895E-1,9.739912033E0,9.742123841E0
1.794088963E1,4.414309282E-3,2.255038768E-1,9.751808167E0,9.754416128E0
1.794341302E1,-7.556699216E-3,2.027589530E-1,9.756521225E0,9.758630780E0
1.794593569E1,-1.825578883E-2,2.003647536E-1,9.751658440E0,9.753733728E0
1.794845892E1,1.518821716E-2,2.053027898E-1,9.742231369E0,9.744406188E0
1.795098195E1,5.611410365E-3,2.195931822E-1,9.753005028E0,9.755478447E0
1.795350510E1,-1.496376004E-3,2.064250708E-1,9.744550705E0,9.746736992E0
1.795602883E1,-1.346738450E-2,2.099415660E-1,9.745747566E0,9.748017873E0
1.795855137E1,6.883329712E-3,2.017114908E-1,9.737442970E0,9.739534409E0
1.796107403E1,2.020107582E-3,2.088192850E-1,9.748216629E0,9.750453170E0
1.796357827E1,2.020107582E-3,2.136076838E-1,9.750611305E0,9.752950997E0
1.796612022E1,1.294365339E-2,2.256535143E-1,9.724349022E0,9.726975426E0
1.796864296E1,1.414075401E-2,2.208651006E-1,9.720758438E0,9.723277532E0
1.797116632E1,3.217208432E-3,2.302922755E-1,9.744625092E0,9.747346462E0
1.797367039E1,8.978256374E-4,2.171989828E-1,9.732654572E0,9.735077874E0
1.797621238E1,1.271919627E-2,2.255038768E-1,9.760188103E0,9.762801113E0
1.797870583E1,-1.646013698E-3,2.135328650E-1,9.768492699E0,9.770826403E0
1.798124477E1,-2.768295817E-3,2.278980762E-1,9.749413490E0,9.752077143E0
1.798376739E1,4.339490552E-3,2.147299647E-1,9.758915901E0,9.761278982E0
1.798629026E1,-3.965396434E-3,2.255038768E-1,9.756521225E0,9.759127734E0
1.798881350E1,7.930792868E-3,2.160018831E-1,9.756596565E0,9.758990534E0
1.799132965E1,2.715922520E-2,2.100912035E-1,9.743502617E0,9.745805210E0
1.799385956E1,1.638531871E-2,2.124854028E-1,9.742305756E0,9.744636471E0
1.799638247E1,8.005611598E-3,2.171989828E-1,9.748216629E0,9.750639309E0
1.799890578E1,9.726444259E-4,2.041056901E-1,9.732654572E0,9.734794558E0
1.800142869E1,2.005143836E-2,2.076970041E-1,9.726743698E0,9.728981605E0
1.800395172E1,1.399111655E-2,2.017114908E-1,9.745822906E0,9.747920158E0
1.800647471E1,5.611410365E-3,2.052279711E-1,9.750611305E0,9.752772469E0
1.800899774E1,2.005143836E-2,2.088941038E-1,9.733925819E0,9.736187686E0
1.801150486E1,-5.012859590E-3,2.171989828E-1,9.730259895E0,9.732685044E0
1.801404368E1,8.230068488E-4,2.243067771E-1,9.757719040E0,9.760296874E0
1.801656696E1,7.930792868E-3,2.064250708E-1,9.764901161E0,9.767085998E0
1.801908999E1,-3.815758973E-3,2.076221853E-1,9.730259895E0,9.732475490E0
1.802161281E1,8.005611598E-3,2.207902819E-1,9.745822906E0,9.748326860E0
1.802413580E1,1.870470122E-2,2.171989828E-1,9.760188103E0,9.762622448E0
1.802665900E1,-4.040215164E-3,2.063502520E-1,9.766098022E0,9.768278627E0
1.802916616E1,-3.740940010E-4,2.219125628E-1,9.750611305E0,9.753136221E0
1.803170506E1,-1.571194851E-3,2.088192850E-1,9.751732826E0,9.753968478E0
1.803422817E1,-5.087678786E-3,2.183960825E-1,9.738639832E0,9.741089698E0
1.803675136E1,8.005611598E-3,1.897404790E-1,9.750611305E0,9.752460529E0
1.803927419E1,6.958148908E-3,2.136825025E-1,9.725546837E0,9.727896479E0
1.804179706E1,-4.040215164E-3,2.051531523E-1,9.764901161E0,9.767056815E0
1.804432013E1,-6.434416864E-3,1.919850558E-1,9.767220497E0,9.769109269E0
1.804684324E1,-2.768295817E-3,2.016366720E-1,9.758915901E0,9.760999159E0
1.804936619E1,3.217208432E-3,2.195931822E-1,9.749413490E0,9.751886736E0
1.805188914E1,8.230068488E-4,2.099415660E-1,9.758915901E0,9.761173890E0
1.805441246E1,1.271919627E-2,2.124105841E-1,9.760188103E0,9.762507456E0
1.805693207E1,1.152209565E-2,2.064250708E-1,9.767370224E0,9.769558084E0
1.805945844E1,1.877951995E-2,2.195931822E-1,9.749488831E0,9.751979609E0
1.806196576E1,-5.087678786E-3,1.956511736E-1,9.749339104E0,9.751303412E0
1.806450454E1,6.808510982E-3,2.088192850E-1,9.748216629E0,9.750455338E0
1.806702777E1,-5.162497517E-3,2.171241641E-1,9.757719040E0,9.760135779E0
1.806955048E1,-2.618658124E-3,2.195931822E-1,9.731457710E0,9.733935339E0
1.807207371E1,-1.496376004E-3,2.124105841E-1,9.738639832E0,9.740956127E0
1.807459670E1,-1.354220323E-2,2.087444663E-1,9.766023636E0,9.768263679E0
1.807711953E1,1.159691438E-2,2.005143911E-1,9.747019768E0,9.749088925E0
1.807962693E1,1.503857970E-2,2.159270644E-1,9.770961761E0,9.773358911E0
1.808217951E1,8.005611598E-3,2.195931822E-1,9.749413490E0,9.751889492E0
1.808470302E1,8.230068488E-4,2.195183635E-1,9.756521225E0,9.758990491E0
1.808722565E1,-1.952770725E-2,2.159270644E-1,9.756446838E0,9.758855504E0
1.808974904E1,7.930792868E-3,2.064250708E-1,9.764901161E0,9.767085998E0
1.809227204E1,1.399111655E-2,2.171989828E-1,9.744625092E0,9.747055418E0
1.809477574E1,1.152209565E-2,2.350806743E-1,9.748291969E0,9.751132857E0
1.809729906E1,1.159691438E-2,2.028337717E-1,9.743502617E0,9.745620518E0
1.809984109E1,-2.843114547E-3,2.243067771E-1,9.750611305E0,9.753191398E0
1.810236416E1,1.047463249E-2,2.088941038E-1,9.724349022E0,9.726598088E0
1.810488711E1,-6.359598134E-3,2.290951759E-1,9.741034508E0,9.743730206E0
1.810740998E1,6.808510982E-3,2.183960825E-1,9.741108894E0,9.743559190E0
1.810993317E1,6.733692251E-3,2.195183635E-1,9.750611305E0,9.753084357E0
1.811245620E1,1.750759967E-2,2.279728949E-1,9.744700432E0,9.747382452E0
1.811497931E1,2.461538650E-2,2.076221853E-1,9.757868767E0,9.760108389E0
1.811750226E1,1.743278094E-2,2.219125628E-1,9.765050888E0,9.767587621E0
1.812002537E1,2.094926499E-2,2.219125628E-1,9.767445564E0,9.769988583E0
1.812255398E1,7.930792868E-3,2.088192850E-1,9.755399704E0,9.757637612E0
1.812505272E1,7.481880020E-4,2.183212638E-1,9.749413490E0,9.751857676E0
1.812759447E1,1.631049998E-2,2.052279711E-1,9.743502617E0,9.745677390E0
1.813011774E1,1.159691438E-2,2.064250708E-1,9.738714218E0,9.740908603E0
1.813264032E1,1.997661963E-2,2.303670943E-1,9.732804298E0,9.735550707E0
1.813516360E1,1.039981376E-2,2.160018831E-1,9.739912033E0,9.742312425E0
1.813768712E1,-3.740940010E-4,2.374748737E-1,9.739912033E0,9.742806622E0
1.814020982E1,-2.917933278E-3,2.099415660E-1,9.769689560E0,9.771945460E0
1.814273257E1,4.414309282E-3,2.160018831E-1,9.744700432E0,9.747095096E0
1.814525552E1,9.053074755E-3,2.171241641E-1,9.766173363E0,9.768590841E0
1.814777879E1,4.339490552E-3,2.099415660E-1,9.753005028E0,9.755265315E0
1.815030146E1,6.808510982E-3,2.052279711E-1,9.738714218E0,9.740878785E0
1.815282473E1,5.536591634E-3,2.159270644E-1,9.751808167E0,9.754200001E0
1.815534809E1,7.481880020E-4,2.135328650E-1,9.750611305E0,9.752949178E0
1.815787120E1,1.518821716E-2,2.124105841E-1,9.741108894E0,9.743436326E0
1.816039403E1,1.167173311E-2,2.064998895E-1,9.727940559E0,9.730139051E0
1.816289830E1,-8.753799833E-3,2.255038768E-1,9.743428230E0,9.746041366E0
1.816543992E1,5.536591634E-3,2.159270644E-1,9.749413490E0,9.751805913E0
1.816795657E1,1.159691438E-2,1.921346933E-1,9.735123634E0,9.737026364E0
1.817048623E1,1.039981376E-2,2.112134844E-1,9.735123634E0,9.737420165E0
1.817300942E1,2.020107582E-3,2.004395723E-1,9.745822906E0,9.747884090E0
1.817553209E1,6.808510982E-3,2.040308714E-1,9.738714218E0,9.740853637E0
1.817805508E1,2.094926545E-3,2.136076838E-1,9.729137421E0,9.731482291E0
1.818057819E1,8.230068488E-4,2.160018831E-1,9.739836693E0,9.742231587E0
1.818310126E1,-6.359598134E-3,2.123357654E-1,9.748216629E0,9.750530979E0
1.818562454E1,-3.965396434E-3,2.003647536E-1,9.753005028E0,9.755063753E0
1.818814732E1,5.536591634E-3,2.159270644E-1,9.749413490E0,9.751805913E0
1.819067601E1,6.733692251E-3,2.159270644E-1,9.756596565E0,9.758987979E0
1.819319338E1,1.032499503E-2,2.111386657E-1,9.758990288E0,9.761279505E0
1.819571646E1,8.005611598E-3,2.005143911E-1,9.733925819E0,9.735994144E0
1.819824010E1,-1.227028389E-2,2.123357654E-1,9.737442970E0,9.739765533E0
1.820076256E1,-1.571194851E-3,2.123357654E-1,9.745822906E0,9.748135877E0
1.820328571E1,1.152209565E-2,2.052279711E-1,9.756596565E0,9.758761592E0
1.820580846E1,-1.122282073E-2,2.134580463E-1,9.763704300E0,9.766043823E0
1.820833173E1,-5.162497517E-3,1.968482733E-1,9.744625092E0,9.746614493E0
1.821085460E1,-5.087678786E-3,2.171989828E-1,9.732654572E0,9.735079162E0
1.821337775E1,5.536591634E-3,2.183212638E-1,9.747094154E0,9.749540465E0
1.821590115E1,1.743278094E-2,2.171241641E-1,9.766247749E0,9.768676569E0
1.821842394E1,3.217208432E-3,2.231096774E-1,9.743502617E0,9.746057230E0
1.822094713E1,3.217208432E-3,2.160018831E-1,9.744625092E0,9.747019305E0
1.822346959E1,9.202713147E-3,2.160018831E-1,9.739912033E0,9.742311220E0
1.822599315E1,1.945288852E-3,2.219125628E-1,9.753005028E0,9.755529511E0
1.822850772E1,-2.693476854E-3,1.980453730E-1,9.733851433E0,9.735866317E0
1.823103880E1,2.356792241E-2,2.219873816E-1,9.734001160E0,9.736560605E0
1.823356204E1,7.855974138E-3,2.147299647E-1,9.760188103E0,9.762553072E0
1.823608503E1,-1.571194851E-3,2.243067771E-1,9.738639832E0,9.741222807E0
1.823860843E1,1.032499503E-2,2.004395723E-1,9.753005028E0,9.755069948E0
1.824113088E1,1.877951995E-2,2.183960825E-1,9.738714218E0,9.741180839E0
1.824365428E1,1.399111655E-2,2.279728949E-1,9.741108894E0,9.743786219E0
1.824617740E1,1.399111655E-2,2.183960825E-1,9.736320496E0,9.738779667E0
1.824870030E1,1.518821716E-2,2.029085904E-1,9.741108894E0,9.743233810E0
1.825122321E1,1.750759967E-2,2.064250708E-1,9.748291969E0,9.750493021E0
1.825374649E1,-3.740940010E-4,2.290951759E-1,9.744625092E0,9.747317729E0
1.825625084E1,3.366846126E-3,2.279728949E-1,9.761235237E0,9.763897599E0
1.825877412E1,9.352350608E-3,2.017114908E-1,9.756446838E0,9.758536258E0
1.826131546E1,2.012625895E-2,2.064998895E-1,9.755324364E0,9.757530462E0
1.826383857E1,6.958148908E-3,2.041056901E-1,9.761235237E0,9.763371390E0
1.826636140E1,1.765723713E-2,2.255786955E-1,9.763628960E0,9.766250457E0
1.826888422E1,2.244564006E-3,2.136825025E-1,9.744475365E0,9.746818218E0
1.827140770E1,1.900397614E-2,2.041805089E-1,9.733777046E0,9.735936854E0
1.827393073E1,2.169745276E-3,2.076221853E-1,9.760038376E0,9.762246707E0
1.827645360E1,1.653495617E-2,2.088941038E-1,9.751732826E0,9.753983969E0
1.827897659E1,-1.421557274E-3,2.171989828E-1,9.759963036E0,9.762379622E0
1.828150003E1,1.182137057E-2,2.053776085E-1,9.732579231E0,9.734753114E0
1.828402294E1,-1.496376062E-4,2.195931822E-1,9.746870041E0,9.749343403E0
1.828654544E1,-4.938040860E-3,2.171989828E-1,9.746870041E0,9.749291019E0
1.828906888E1,1.062426995E-2,2.065747082E-1,9.738565445E0,9.740761927E0
1.829159186E1,3.441664856E-3,2.088941038E-1,9.736096382E0,9.738337710E0
1.829411587E1,5.761047825E-3,2.076970041E-1,9.752855301E0,9.755068311E0
1.829661880E1,-1.444002893E-2,1.981201917E-1,9.733627319E0,9.735654108E0
1.829916100E1,-1.496376062E-4,1.909375787E-1,9.748066902E0,9.749936693E0
1.830168411E1,-7.332242560E-3,2.172738016E-1,9.742081642E0,9.744506985E0
1.830419042E1,5.686229095E-3,2.052279711E-1,9.766023636E0,9.768181433E0
1.830671259E1,-1.092354488E-2,2.124105841E-1,9.749189377E0,9.751509170E0
1.830925336E1,-3.815758973E-3,2.136076838E-1,9.765948296E0,9.768284850E0
1.831177644E1,1.892915741E-2,2.160767019E-1,9.751732826E0,9.754144789E0
1.831429890E1,-2.618658124E-3,2.053027898E-1,9.753977776E0,9.756138506E0
1.831682262E1,-1.496376062E-4,2.231844962E-1,9.749263763E0,9.751818050E0
1.831934549E1,-4.938040860E-3,2.076970041E-1,9.743278503E0,9.745493237E0
1.832186848E1,1.294365339E-2,2.232593149E-1,9.754052162E0,9.756615491E0
1.832439643E1,8.978256374E-4,2.100163847E-1,9.765948296E0,9.768206273E0
1.832691417E1,1.773205586E-2,2.160767019E-1,9.742156029E0,9.744568110E0
1.832943741E1,9.427169338E-3,2.256535143E-1,9.743353844E0,9.745971091E0
1.833196015E1,-9.726444259E-3,2.267757952E-1,9.745673180E0,9.748316141E0
1.833448347E1,1.054945122E-2,2.053027898E-1,9.756446838E0,9.758612372E0
1.833700695E1,4.339490552E-3,2.075473666E-1,9.747094154E0,9.749304549E0
1.833952985E1,3.217208432E-3,2.231096774E-1,9.733925819E0,9.736482945E0
1.834205240E1,3.142389702E-3,2.171241641E-1,9.744700432E0,9.747119538E0
1.834457539E1,1.152209565E-2,2.088192850E-1,9.741108894E0,9.743353670E0
1.834709870E1,8.230068488E-4,2.112134844E-1,9.737517357E0,9.739807806E0
1.834960261E1,1.152209565E-2,2.219125628E-1,9.741183281E0,9.743717445E0
1.835214493E1,-4.489128187E-4,2.135328650E-1,9.751882553E0,9.754220103E0
1.835466796E1,5.461772438E-3,2.039560527E-1,9.755474091E0,9.757607424E0
1.835719091E1,5.536591634E-3,2.183960825E-1,9.737517357E0,9.739967750E0
1.835971365E1,5.536591634E-3,2.052279711E-1,9.739912033E0,9.742075528E0
1.836221801E1,2.020107582E-3,2.148047835E-1,9.735123634E0,9.737493381E0
1.836475984E1,-7.631517947E-3,2.135328650E-1,9.753005028E0,9.755345283E0
1.836728315E1,-6.509236060E-3,2.290203571E-1,9.764976501E0,9.767663936E0
1.836980594E1,2.820668928E-2,2.291699946E-1,9.744774818E0,9.747509978E0
1.837232901E1,1.623567939E-2,2.112134844E-1,9.747169495E0,9.749471160E0
1.837485204E1,7.855974138E-3,2.255038768E-1,9.750685692E0,9.753296119E0
1.837737487E1,1.264437754E-2,2.135328650E-1,9.750685692E0,9.753031715E0
1.837989798E1,1.743278094E-2,2.135328650E-1,9.756670952E0,9.759022915E0
1.838242129E1,7.781155407E-3,2.134580463E-1,9.772158623E0,9.774492776E0
1.838494461E1,6.733692135E-4,2.003647536E-1,9.763778687E0,9.765834359E0
1.838746732E1,4.264671821E-3,2.063502520E-1,9.754277229E0,9.756460571E0
1.838998864E1,1.503857970E-2,2.290951759E-1,9.757868767E0,9.760569329E0
1.839253112E1,3.067570971E-3,2.039560527E-1,9.756596565E0,9.758728607E0
1.839501928E1,7.481880020E-4,2.087444663E-1,9.747094154E0,9.749329170E0
1.839755919E1,9.053074755E-3,2.087444663E-1,9.756670952E0,9.758907945E0
1.840008263E1,-4.489128187E-4,2.051531523E-1,9.749488831E0,9.751647065E0
1.840260558E1,1.264437754E-2,2.064250708E-1,9.748291969E0,9.750485501E0
1.840512837E1,-6.359598134E-3,2.135328650E-1,9.735123634E0,9.737467274E0
1.840765160E1,8.230068488E-4,2.183212638E-1,9.736320496E0,9.738767974E0
1.841013634E1,5.536591634E-3,2.076221853E-1,9.747094154E0,9.749306749E0
1.841269758E1,1.945288852E-3,2.087444663E-1,9.750685692E0,9.752920050E0
1.841522078E1,1.945288852E-3,2.183212638E-1,9.748291969E0,9.750736602E0
1.841774385E1,4.339490552E-3,2.147299647E-1,9.750611305E0,9.752976398E0
1.842026688E1,1.631049998E-2,2.076221853E-1,9.753080368E0,9.755303669E0
1.842278958E1,2.020107582E-3,2.052279711E-1,9.743428230E0,9.745589581E0
1.842531282E1,-8.828618564E-3,2.302174568E-1,9.763704300E0,9.766422051E0
1.842781046E1,-4.115034360E-3,2.170493454E-1,9.767295837E0,9.769708047E0
1.843037560E1,-6.359598134E-3,2.112134844E-1,9.741034508E0,9.743326170E0
1.843288170E1,-7.631517947E-3,2.099415660E-1,9.754201889E0,9.756463919E0
1.843540486E1,4.414309282E-3,2.088192850E-1,9.744625092E0,9.746863247E0
1.843792793E1,6.733692251E-3,2.183212638E-1,9.748291969E0,9.750738733E0
1.844046931E1,9.127894416E-3,2.064250708E-1,9.749413490E0,9.751602844E0
1.844297379E1,3.217208432E-3,2.004395723E-1,9.745822906E0,9.747884411E0
1.844549730E1,3.292027395E-3,2.088192850E-1,9.732728958E0,9.734969404E0
1.844802009E1,-4.040215164E-3,2.182464451E-1,9.764901161E0,9.767340606E0
1.845054284E1,1.391629782E-2,2.016366720E-1,9.756596565E0,9.758689848E0
1.845306628E1,1.877951995E-2,2.076970041E-1,9.739912033E0,9.742144380E0
1.845558922E1,5.536591634E-3,2.219125628E-1,9.755399704E0,9.757924945E0
1.845809329E1,-7.556699216E-3,1.980453730E-1,9.747019768E0,9.749034487E0
1.846063529E1,1.511339843E-2,2.136076838E-1,9.750685692E0,9.753036866E0
1.846315840E1,1.286883373E-2,2.124854028E-1,9.723227501E0,9.725557500E0
1.846568118E1,-1.571194851E-3,2.028337717E-1,9.738639832E0,9.740752013E0
1.846820430E1,3.217208432E-3,1.992424726E-1,9.747019768E0,9.749056481E0
1.847072741E1,1.518821716E-2,2.195931822E-1,9.739912033E0,9.742398999E0
1.847325044E1,7.481880020E-4,2.195183635E-1,9.753005028E0,9.755475178E0
1.847577359E1,-1.571194851E-3,2.064250708E-1,9.743428230E0,9.745614781E0
1.847826668E1,4.414309282E-3,2.243815958E-1,9.733925819E0,9.736512643E0
1.848078966E1,1.039981376E-2,2.171989828E-1,9.736320496E0,9.738748397E0
1.848331265E1,-3.740940010E-4,2.159270644E-1,9.743428230E0,9.745820556E0
1.848584651E1,1.264437754E-2,1.944540739E-1,9.769764900E0,9.771708063E0
1.848836026E1,6.733692251E-3,2.147299647E-1,9.758990288E0,9.761354708E0
1.849089762E1,1.945288852E-3,2.004395723E-1,9.751808167E0,9.753868070E0
1.849342044E1,1.743278094E-2,1.992424726E-1,9.766173363E0,9.768221108E0
1.849594372E1,-2.917933278E-3,2.087444663E-1,9.767295837E0,9.769526639E0
1.849846671E1,5.611410365E-3,2.278980762E-1,9.731606483E0,9.734276232E0
1.850098982E1,-1.646013698E-3,2.015618533E-1,9.751808167E0,9.753891142E0
1.850351273E1,-4.040215164E-3,1.920598745E-1,9.749413490E0,9.751305898E0
1.850603564E1,7.855974138E-3,1.931821555E-1,9.762581825E0,9.764496145E0
1.850855867E1,-4.489128187E-4,2.183212638E-1,9.747094154E0,9.749538903E0
1.851108170E1,5.461772438E-3,2.063502520E-1,9.757868767E0,9.760051902E0
1.851360477E1,1.623567939E-2,2.195183635E-1,9.754277229E0,9.756760537E0
1.851612796E1,2.020107582E-3,2.016366720E-1,9.727940559E0,9.730030265E0
1.851865091E1,1.391629782E-2,2.028337717E-1,9.745897293E0,9.748017709E0
1.852117402E1,5.536591634E-3,2.112134844E-1,9.743502617E0,9.745793197E0
1.852369706E1,6.658873521E-3,2.183212638E-1,9.751882553E0,9.754328365E0
1.852621992E1,9.127894416E-3,2.064250708E-1,9.749488831E0,9.751678168E0
1.852874316E1,-4.040215164E-3,2.123357654E-1,9.754201889E0,9.756513583E0
1.853126623E1,1.025017630E-2,2.135328650E-1,9.755474091E0,9.757816153E0
1.853378918E1,1.032499503E-2,2.195183635E-1,9.747094154E0,9.749571240E0
1.853631229E1,2.020107582E-3,2.112134844E-1,9.737517357E0,9.739807980E0
